Player,Team,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,xA per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",conference_season,conference_type,Season
R. Dallet,Wisconsin Badgers,"LWB , RWB , CF",,10,123,0,0.02,0,0,27.8,42.11,United States,United States,160,0,10.24,8.05,81.82,2.93,25,0,0,0,3.66,2.78,0.73,0,0,0,0,2.2,0,0,0,0.02,0,0,1,0.73,0,0,0,0,4.39,16.67,3.66,40,15.37,23.81,0,2.2,0.73,42.44,70.69,15.37,57.14,7.32,100,13.9,84.21,1.46,50,25.63,7.87,0,0,0,0,0,0,6.59,77.78,3.66,40,0,0,1.46,0.73,10.98,93.33,Big10 2022,Power 5,2022
H. Newman,Northwestern Wildcats,"RB , RWB , CF",,8,104,0,0.07,1,0.7,21.63,32,United States,United States,158,0,7.79,7.79,55.56,0,0,0,0,0,3.46,5.71,0,0,0,0,0,5.19,0,0,0,0.06,0,0,1,0.87,0,0,0.87,0.61,2.6,100,5.19,33.33,12.12,21.43,5.19,5.19,0,33.75,84.62,8.65,70,5.19,100,10.38,91.67,2.6,0,11.78,6.94,1.73,0,0,0.87,100,1.73,3.46,50,1.73,100,1.73,50,1.73,1.73,6.06,85.71,Big10 2022,Power 5,2022
J. Mcguire,Northwestern Wildcats,"CF , AMF , RAMF",,5,87,0,0,0,0.14,21.72,38.1,United States,United States,162,0,7.24,3.1,100,7.24,28.57,0,0,0,4.14,3.53,2.07,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0,0,0,9.31,33.33,0,0,2.07,21.72,76.19,9.31,77.78,4.14,75,5.17,80,1.03,0,13.07,3.61,2.07,1.03,0,1.03,100,1.03,3.1,33.33,2.07,100,1.03,100,1.03,0,6.21,66.67,Big10 2022,Power 5,2022
M. Hutchinson,Purdue Boilermakers,"CF , LWF , RAMF",,8,85,0,0.23,0,0,37.06,11.43,United States,United States,168,0,3.18,1.06,0,4.24,0,0,0,0,3.18,1.58,0,0,0,0,0,1.06,0,0,0,0.24,0,0,3,3.18,0,0,0,0,2.12,50,2.12,0,20.12,5.26,6.35,0,1.06,44.47,71.43,5.29,80,15.88,86.67,13.76,61.54,0,0,10.65,0,0,0,0,1.06,0,0,3.18,66.67,0,0,1.06,0,0,0,4.24,50,Big10 2022,Power 5,2022
M. Sowders,Wisconsin Badgers,"RCMF , RDMF , DMF",19,8,80,0,0.19,0,0,14.63,76.92,United States,United States,175,0,12.38,6.75,83.33,2.25,50,0,0,0,6.75,10,2.25,0,0,0,0,2.25,0,0,0,0.21,0,0,2,2.25,0,0,0,0,1.13,100,1.13,100,4.5,100,3.38,0,1.13,41.63,83.78,11.25,90,4.5,100,16.88,80,2.25,100,12.66,4.22,0,0,0,0,0,0,4.5,75,2.25,100,0,0,1.13,0,6.75,66.67,Big10 2022,Power 5,2022
K. Luker,Indiana Hoosiers,"RB , LAMF , RAMF",,5,77,0,0.04,0,0,14.03,66.67,United States,United States,168,0,9.35,8.18,71.43,2.34,100,0,0,0,3.51,3.21,0,0,0,0,0,1.17,0,0,0,0.04,0,0,1,1.17,100,0,0,0,1.17,0,2.34,0,2.34,0,2.34,2.34,0,49.09,83.33,22.21,78.95,12.86,90.91,10.52,77.78,5.84,60,17.37,17.53,0,0,0,0,0,0,5.84,80,1.17,0,0,0,0,0,8.18,85.71,Big10 2022,Power 5,2022
S. Louder,Ohio State Buckeyes,"LB , RB",,4,64,0,0,0,0,23.91,52.94,United States,United States,0,0,8.44,11.25,50,5.63,75,0,0,1.41,2.81,2.86,1.41,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,1.41,100,1.41,100,2.81,50,0,1.41,0,40.78,75.86,23.91,70.59,4.22,66.67,8.44,83.33,5.63,100,19.75,18.54,0,0,0,0,0,0,7.03,80,1.41,100,0,0,0,0,12.66,55.56,Big10 2022,Power 5,2022
M. Gerak,Michigan State Spartans,"AMF , LCMF3",,6,59,0,0,0,0,36.61,37.5,United States,United States,171,0,12.2,10.68,57.14,4.58,66.67,1.53,1.5,0,4.58,4.5,0,0,0,0,0,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,50,10.68,42.86,4.58,1.53,3.05,33.56,72.73,13.73,55.56,3.05,100,6.1,50,0,0,9.52,0,0,0,0,1.53,0,0,7.63,60,0,0,1.53,0,1.53,0,3.05,100,Big10 2022,Power 5,2022
K. Watase,Ohio State Buckeyes,"RCMF3 , LCMF3 , DMF",,4,57,0,0,0,0,25.26,50,United States,United States,0,0,7.89,7.89,100,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,33.33,14.21,33.33,0,1.58,1.58,41.05,80.77,17.37,72.73,6.32,100,11.05,85.71,4.74,66.67,14.73,7.81,1.58,0,0,1.58,0,0,11.05,57.14,4.74,33.33,1.58,0,1.58,0,6.32,100,Big10 2022,Power 5,2022
k. Monaco,Indiana Hoosiers,"LW , DMF , LWF",,4,56,0,0,0,0.17,12.86,62.5,United States,United States,160,0,8.04,6.43,75,3.21,50,0,0,0,3.21,4.29,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,0,0,0.28,3.21,50,0,0,1.61,0,0,1.61,0,36.96,78.26,11.25,71.43,9.64,83.33,8.04,80,0,0,18.64,0,1.61,0,0,0,0,1.61,4.82,33.33,6.43,75,0,0,3.21,1.61,8.04,80,Big10 2022,Power 5,2022
M. Messner,Penn State Nittany Lion,GK,22,2,55,0,0,0,0,0,0,United States,United States,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.09,87.5,4.91,66.67,0,0,6.55,100,3.27,50,23.94,20.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64,100,Big10 2022,Power 5,2022
Z. Kollhoff,Illinois Fighting Illini,CF,20,5,53,0,0.42,0,0,30.57,38.89,United States,United States,173,0,10.19,8.49,60,3.4,0,0,0,0,5.09,7.5,1.7,0,0,0,0,6.79,0,0,0,0.71,0,0,4,6.79,50,0,0,0,0,0,5.09,66.67,16.98,40,5.09,1.7,0,25.47,60,6.79,0,6.79,75,5.09,100,1.7,0,12.07,5.78,0,0,0,1.7,0,0,3.4,0,5.09,33.33,3.4,0,1.7,0,1.7,0,Big10 2022,Power 5,2022
K. Kwon,Northwestern Wildcats,"AMF , RCB3",,4,45,0,0.22,0,0,34,58.82,United States,United States,160,0,14,12,66.67,4,50,0,0,0,6,11.25,4,0,0,0,0,6,0,0,0,0.44,0,0,1,2,100,0,0,0,2,0,4,100,14,57.14,2,0,4,34,64.71,10,100,4,100,10,60,0,0,12.15,0,0,0,0,0,0,0,2,100,2,0,0,0,0,0,6,33.33,Big10 2022,Power 5,2022
O. Albert,Indiana Hoosiers,"LCB , RB , RCB",,4,44,0,0.17,0,0,,,United States,United States,0,0,,,,,,,0,,,7.5,,0,,0,,,,0,,,0,,1,,,0,,,,,,,,,,,,,,,,,,,,,,19,16.28,,,,,,,,,,,,,,,,,Big10 2022,Power 5,2022
N. Cashin,Rutgers Scarlet Knights,"LCB , LDMF , RDMF",,3,40,0,0,0,0,,,England,England,173,0,,,,,,,2,,,2,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,15.72,0,,,,,,,,,,,,,,,,,Big10 2022,Power 5,2022
A. Cruz,Wisconsin Badgers,"RCB3 , LB , LCB3",,3,31,0,0,0,0,,,United States,United States,175,0,,,,,,,0,,,20,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,15.3,6.94,,,,,,,,,,,,,,,,,Big10 2022,Power 5,2022
M. Mariani,Illinois Fighting Illini,"AMF , CF",19,3,29,0,0,0,0,,,United States,United States,0,0,,,,,,,0,,,0,,0,,0,,,,0,,,0,,0,,,0,,,,,,,,,,,,,,,,,,,,,,14.77,14.32,,,,,,,,,,,,,,,,,Big10 2022,Power 5,2022
J. Gutiérrez,South Alabama Jaguars,GK,21,18,1829,0,0,0,0,0.98,85,Mexico,Mexico,170,62,2.36,0,0,0.49,90,0,0,0,2.36,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.34,71.43,0,0,0.39,26.62,87.25,9.25,69.15,0,0,16.19,96.96,7.23,61.9,28.34,39.9,0,0,0,0,0,0,0.34,28.57,0,0,0,0,0,0,4.18,50.59,Sun Belt 2022,Non-P5,2022
M. Dusseault,South Alabama Jaguars,LCB,21,18,1796,0,0.33,0,0,11.28,56.89,United States,United States,162,0,8.37,6.21,68.55,1.65,33.33,0.35,0.54,0.5,3.76,5.74,0.35,0,0,0,0,0.4,0,0,0,0.02,0,0,2,0.1,0,0,0,0,0.25,80,0.35,57.14,1.65,45.45,0.05,1.4,0.65,43.65,81.29,20.04,71.25,1.6,90.63,19.64,92.09,9.22,51.63,23.4,35.82,0,0.05,0,0,0,0,5.21,55.77,0.55,45.45,0.15,0,0.15,0.2,10.27,66.34,Sun Belt 2022,Non-P5,2022
A. Jacobs,South Alabama Jaguars,RB,22,18,1750,1,0.79,1,0.76,19.23,60.43,United States,United States,170,0,9.57,7.35,75.52,1.34,61.54,0.15,0.23,0.1,3.86,5.86,1.03,1,0.05,0,0,4.32,0.05,1,0.05,0.04,0,0,14,0.72,35.71,7.143,0.05,0.04,1.9,43.24,5.04,64.29,8.28,50.93,1.13,3.45,0.67,31.89,77.74,14.19,68.84,5.25,97.06,8.54,80.72,3.5,45.59,18.91,35.1,0.31,0.05,0,0.05,0,0.21,5.5,67.29,1.7,42.42,0.1,0,0.26,0.41,7.46,68.97,Sun Belt 2022,Non-P5,2022
S. Walk,Appalachian State Mountaineers,RCB,19,16,1553,1,0.26,0,0.36,14.78,62.35,United States,United States,160,0,10.84,6.84,72.03,3.54,54.1,0.23,0.27,0.52,5.68,6.5,0.52,1,0.06,0,0,0.29,0.06,1,0.06,0.02,0,0,4,0.23,25,25,0,0.02,0,0,0.29,80,1.22,61.9,0.12,0.17,0.99,22.2,57.96,14.43,50.6,1.27,81.82,3.88,73.13,7.13,36.59,22.6,34.86,0.23,0,0,0,0,0.12,4.81,43.37,0.58,30,0.41,28.57,0.23,0,6.84,45.76,Sun Belt 2022,Non-P5,2022
H. Maupin,Arkansas St. Red Wolves,LCB,23,16,1544,0,0,0,0,12.71,55.96,United States,United States,168,0,9.73,7.69,65.91,1.17,55,0,0,0.47,4.66,5.85,0.17,1,0.06,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23,100,2.33,22.5,0,0.29,0.35,27.69,70.11,16.09,62.32,2.04,94.29,7.34,80.95,5.6,38.54,20.73,33.15,0,0,0,0,0,0.06,2.91,52,0.52,33.33,0.12,50,0.12,0,7.17,48.78,Sun Belt 2022,Non-P5,2022
K Eagleston,Appalachian State Mountaineers,GK,21,16,1535,0,0,0,0,1.29,77.27,United States,United States,172,0,2.11,0.23,75,0.59,70,0,0,0,1.93,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,100,0.06,0,0.29,11.32,64.25,10.2,62.64,0.06,0,0.88,93.33,9.67,58.79,41.6,44.23,0,0,0,0,0,0,1.17,50,0.06,0,0,0,0,0,6.74,74.78,Sun Belt 2022,Non-P5,2022
K. Chrisman,Texas St. Bobcats,GK,,15,1485,0,0,0,0,0.61,70,United States,United States,165,0,2.12,0,0,0.42,71.43,0,0,0,2.12,3.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,100,0,0,0.12,8.73,71.53,7.09,66.67,0,0,1.58,92.31,5.94,60.2,35.47,39.61,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,4.3,59.15,Sun Belt 2022,Non-P5,2022
L. Harper,Louisiana Ragin' Cajuns,GK,21,15,1475,0,0,0,0,0.85,64.29,England,England,175,0,3.84,0.31,40,0.24,75,0,0,0,3.72,4.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,100,0,0,0.24,17.08,65.71,13.48,59.73,0,0,3.54,87.93,11.41,53.48,40.25,46.38,0,0,0,0,0,0,2.81,39.13,0.06,0,0,0,0,0,7.32,69.17,Sun Belt 2022,Non-P5,2022
H. Hoffmann,Louisiana Ragin' Cajuns,"LCB , RCB",20,15,1448,0,0.01,0,0.09,14.54,62.82,United States,United States,162,0,10.75,7.52,68.6,1.31,38.1,0.25,0.33,0.5,5.35,7.13,0.81,0,0,0,0,0.31,0,0,0,0,0,0,3,0.19,0,0,0,0.01,0,0,0.56,55.56,2.8,55.56,0,0.37,1.18,22.75,56.28,13.24,45.54,1.86,83.33,5.59,71.11,6.03,29.9,23.05,35.21,0.06,0,0.06,0,0,0,4.41,33.8,0.87,0,0.31,0,0,0,7.65,35.77,Sun Belt 2022,Non-P5,2022
A. Thies,Texas St. Bobcats,RCB,,15,1447,1,2.46,0,0.81,15.92,66.41,United States,United States,175,0,8.89,6.9,78.38,2.99,58.33,0,0,0.31,3.48,4.93,0.25,0,0,0,0,1.55,0.06,1,0.06,0.15,0,0,9,0.56,55.56,11.111,0,0.05,0.44,28.57,1.37,81.82,3.11,66,1,0.62,0.37,25.63,65.05,14.62,55.74,0.81,76.92,8.09,82.31,8.27,42.11,23.91,33.76,0.25,0.06,0,0,0,0.12,3.79,55.74,0.44,28.57,0.12,50,0.37,0.25,8.4,49.63,Sun Belt 2022,Non-P5,2022
S. Strong,Arkansas St. Red Wolves,"LDMF , LCMF , RCMF",20,16,1427,3,1.64,2,1.5,21.44,56.18,United States,United States,178,0,10.72,7.44,66.95,7.32,55.17,0.19,0.22,0.32,5.55,6.47,1.45,1,0.06,0,0,1.01,0.19,3,0.19,0.1,1,0.06,18,1.14,27.78,16.667,0.13,0.09,0.82,15.38,0.69,54.55,3.59,36.84,1.07,0.57,0.63,27.25,57.64,14.13,45.09,2.02,90.63,7.38,62.39,4.92,33.33,19.01,29.49,1.01,0.06,0.13,0.32,60,0.25,7.13,44.25,2.59,39.02,0.82,46.15,1.14,0.13,6.37,64.36,Sun Belt 2022,Non-P5,2022
B. Munson,JMU Dukes,"RCB , LCB",,17,1410,0,0.27,0,0.19,14.94,60.68,United States,United States,160,0,8.36,5.23,68.29,0.7,63.64,0.7,1.04,0.7,4.09,6.04,0.57,1,0.06,0,0,2.04,0,0,0,0.02,0,0,8,0.51,0,0,0,0.01,0.26,25,3.13,63.27,7.72,57.85,0.19,2.49,0.57,65.94,84.41,20.04,67.2,6.19,97.94,34.79,93.21,6.96,52.29,20.63,32.71,0.13,0,0,0.06,0,0,5.49,52.33,1.02,25,0.19,33.33,0.19,0.06,8.55,39.55,Sun Belt 2022,Non-P5,2022
S. Studer,Appalachian State Mountaineers,LB,,16,1410,2,1.19,2,1.12,27.57,53.01,United States,United States,0,0,13.34,12.06,64.02,3.57,50,0.13,0.14,0.45,5.49,5.99,1.09,2,0.13,0,0,3.45,0.13,2,0.13,0.08,0,0,18,1.15,55.56,11.111,0.13,0.07,1.02,18.75,4.34,55.88,8.11,44.09,0.26,2.04,0.64,21.64,53.39,12.06,47.09,0.83,92.31,5.55,57.47,4.79,36,20.77,33.51,0.51,0,0.06,0.45,42.86,0.19,5.11,41.25,1.72,25.93,0.51,25,0.32,0.32,6.89,50.93,Sun Belt 2022,Non-P5,2022
K. Williams,Texas St. Bobcats,"RB , LB",,17,1399,0,0.09,0,1.63,18.98,54.58,United States,United States,160,0,9.97,9.2,64.34,1.8,32.14,0.32,0.41,0.13,3.73,4.72,0.45,1,0.06,0,0,2.57,0,0,0,0.01,0,0,5,0.32,20,0,0,0.1,3.09,20.83,3.41,49.06,5.6,50.57,0.19,1.99,0.58,29.27,58.02,16.28,56.92,1.8,75,7.59,59.32,5.53,27.91,21.79,35.71,0.64,0,0,0.26,75,0.26,6.82,51.89,3.6,32.14,0.58,22.22,0.45,0.96,9.39,60.96,Sun Belt 2022,Non-P5,2022
K. Gonzalez,Marshall Thundering Herd,"LCMF , AMF , RCMF",22,16,1394,5,4.1,2,1.91,17.37,48.7,United States,United States,165,0,6.07,4.65,69.44,0.52,37.5,0,0,0,2.84,3.48,0.77,1,0.06,0,0,3.74,0.32,4,0.26,0.26,0,0,50,3.23,36,10,0.13,0.12,1.36,38.1,3.03,55.32,9.88,42.48,0.84,1.23,1.48,40.16,68.33,15.88,52.44,6.2,84.38,12.01,81.18,5.49,40,19.82,38.28,0.97,0,0,0.77,50,0.52,8.59,49.62,2.2,26.47,0.97,26.67,0.19,0.39,8.07,64.8,Sun Belt 2022,Non-P5,2022
N. Addi,South Alabama Jaguars,"LCMF , RCMF",25,18,1390,8,3.98,2,1.63,31.79,47.86,Morocco,Morocco,162,0,9.52,8.87,72.26,2.4,29.73,0.06,0.09,0,3.04,4.31,1.29,2,0.13,0,0,6.41,0.52,7,0.45,0.26,1,0.06,36,2.33,63.89,22.222,0.13,0.11,2.2,35.29,7.77,50,16.9,39.85,2.14,1.68,1.55,36.84,68.37,12.37,56.54,4.99,87.01,13.01,72.64,5.89,37.36,19.25,30.67,0.97,0.06,0.06,0.78,33.33,0.58,8.03,53.23,3.88,45,1.68,23.08,0.97,0.78,6.86,71.7,Sun Belt 2022,Non-P5,2022
H. Waterhouse,Louisiana Ragin' Cajuns,"RCB , AMF",19,15,1374,3,3.67,0,0.76,17.75,50.18,United States,United States,167,0,11.53,5.96,79.12,2.95,44.44,0.85,1.08,0.66,5.96,7.56,0.59,1,0.07,0,0,1.24,0.2,3,0.2,0.24,2,0.13,18,1.18,33.33,16.667,0,0.05,0.13,50,1.64,40,5.04,28.57,1.24,0.79,0.46,22.93,68,11.4,56.9,2.62,92.5,6.22,78.95,3.47,43.4,19.23,33.08,0.26,0,0,0.26,50,0.13,3.41,40.38,1.11,17.65,0.46,14.29,0.26,0.07,5.7,47.13,Sun Belt 2022,Non-P5,2022
C. Bell,Marshall Thundering Herd,"RCB , DMF",20,15,1374,2,1.83,0,0.07,16.64,63.78,United States,United States,168,0,10.87,7.86,70,3.6,63.64,0.07,0.09,0.2,5.31,7.11,0.72,2,0.13,1,0.07,1.44,0.13,1,0.07,0.12,1,0.07,13,0.85,53.85,15.385,0,0,0.2,0,1.51,60.87,3.21,57.14,0.59,0.2,0.39,37.66,77.22,17.49,68.91,3.93,91.67,12.51,87.96,6.81,54.81,19.73,33.01,0.26,0,0,0.13,50,0,5.17,55.7,0.39,66.67,0.33,60,0.33,0,8.65,59.09,Sun Belt 2022,Non-P5,2022
A. Miller,Arkansas St. Red Wolves,"RDMF , LCMF , DMF",20,16,1365,1,1.9,0,0.57,22.02,50,United States,United States,178,0,10.15,6.73,78.43,5.21,45.57,0.07,0.08,0.4,4.81,5.66,0.79,0,0,0,0,1.38,0.07,1,0.07,0.12,0,0,21,1.38,28.57,4.762,0,0.04,0.79,25,2.18,33.33,6.46,29.59,2.04,0.86,1.05,33.49,62.6,17.54,54.14,3.63,89.09,7.52,71.93,4.95,29.33,19.81,31.13,0.46,0.07,0,0.26,25,0.13,8.18,53.23,1.78,29.63,0.86,15.38,0.73,0.26,9.03,59.12,Sun Belt 2022,Non-P5,2022
R. Kennett,Old Dominion Monarchs,"RCB , CB , LCB",,14,1358,1,1.04,1,0.71,16.04,64.05,United States,United States,180,0,11.47,7.29,75.45,4.77,63.89,0.33,0.47,0.53,5.63,7.94,0.27,1,0.07,0,0,0.46,0.07,1,0.07,0.07,0,0,8,0.53,50,12.5,0.07,0.05,0,0,0.4,50,1.06,56.25,0.86,0.13,0.33,26.97,67.57,16.57,60.8,1.72,80.77,7.29,79.09,7.22,44.04,22.72,36.59,0.27,0,0,0,0,0.27,3.98,46.67,0.13,50,0.2,66.67,0.27,0,8.09,54.1,Sun Belt 2022,Non-P5,2022
M. Przybysz,Georgia Southern Eagles,LCB,22,14,1355,0,0.21,0,0.31,8.97,63.7,United States,United States,165,0,9.96,4.98,70.67,2.26,52.94,0.13,0.15,0.93,6.31,7.33,0.13,1,0.07,0,0,0.13,0,0,0,0.01,0,0,2,0.13,50,0,0,0.02,0,0,0.33,20,1.06,50,0.2,0.13,0.6,20.66,68.81,9.5,55.94,1.2,83.33,7.64,85.22,5.58,42.86,23.01,32.62,0.07,0,0,0,0,0,1.99,46.67,0,0,0.07,100,0,0,5.45,37.8,Sun Belt 2022,Non-P5,2022
J. Greene,South Alabama Jaguars,"CF , RW",21,18,1353,12,8.56,0,0.57,21.55,41.05,England,England,172,0,5.65,2.66,67.5,5.59,53.57,0,0,0.13,3.86,4.62,0.53,0,0,0,0,4.06,0.8,11,0.73,0.57,1,0.07,45,2.99,44.44,26.667,0,0.04,1.46,22.73,4.12,54.84,10.84,32.52,5.32,2.06,0.73,21.02,72.15,3.73,48.21,6.78,88.24,5.65,76.47,0.93,50,15.82,21.12,0.67,0.07,0,0.2,66.67,0.2,1.86,53.57,1.2,61.11,0.07,0,0.53,0.33,2.2,63.64,Sun Belt 2022,Non-P5,2022
A. Arndt,Old Dominion Monarchs,"LB , RCMF",,15,1351,0,0.15,1,0.45,20.78,59.62,United States,United States,175,0,12.59,9.93,76.51,3.33,48,0.07,0.09,0.13,4.93,6.59,0.6,0,0,0,0,1.8,0,0,0,0.01,0,0,6,0.4,33.33,0,0.07,0.03,2.4,13.89,1.87,67.86,4.4,45.45,0,0.67,0.47,37.17,62.72,20.85,56.23,2.6,79.49,8.59,71.32,5.86,32.95,19.99,32,0.27,0,0,0.13,50,0.13,7.39,54.05,2.46,21.62,0.53,25,0.27,0.4,10.46,59.87,Sun Belt 2022,Non-P5,2022
A. Hugh,Marshall Thundering Herd,"LW , LB , LAMF",20,16,1345,0,2.31,3,4.64,19.87,47.14,United States,United States,163,0,7.96,6.96,58.65,1.61,58.33,0,0,0.07,3.88,4.75,1.14,0,0,0,0,4.95,0,0,0,0.15,0,0,17,1.14,41.18,0,0.2,0.31,6.16,28.26,4.62,59.42,9.1,41.18,2.48,3.21,0.47,30.31,61.59,9.43,55.32,5.55,84.34,10.84,59.26,3.14,34.04,21.21,32.25,1.61,0,0,0.2,0,0.54,4.01,56.67,3.68,30.91,0.33,20,0.33,1.54,7.03,74.29,Sun Belt 2022,Non-P5,2022
C. Corcoran,Marshall Thundering Herd,LB,19,16,1343,3,0.51,0,0.3,21.91,57.19,United States,United States,165,0,16.08,11.73,76.57,2.35,34.29,0,0,0.2,7.1,8.41,0.34,0,0,0,0,1.74,0.2,3,0.2,0.03,1,0.07,8,0.54,50,37.5,0,0.02,0.94,42.86,2.08,48.39,5.56,34.94,0.74,0.94,0.27,38.27,67.6,19.64,55.97,4.36,95.38,9.45,78.01,6.97,35.58,19.94,33.97,0.54,0.07,0,0.4,16.67,0.2,8.44,52.38,1.41,23.81,0.8,16.67,0.13,0.34,10.66,62.89,Sun Belt 2022,Non-P5,2022
M. Gray,South Alabama Jaguars,"LW , RW",19,18,1331,8,3.82,1,1.41,26.51,46.68,United States,United States,160,0,7.84,6.09,71.11,0.61,22.22,0.07,0.08,0,3.45,4.31,0.41,1,0.07,0,0,5.21,0.54,8,0.54,0.26,0,0,33,2.23,42.42,24.242,0.07,0.1,2.03,40,6.09,54.44,15.89,39.57,2.43,3.65,1.35,21.44,76.66,4.06,55,6.29,93.55,7.3,79.63,2.23,42.42,20.68,35.02,0.74,0.07,0,0.34,40,0.41,2.57,52.63,2.43,44.44,0.27,50,0.81,0.81,2.84,69.05,Sun Belt 2022,Non-P5,2022
C. Kirschner,Texas St. Bobcats,"LCB , RCB",,17,1327,0,0.86,0,0.11,13.02,56.25,United States,United States,172,0,8.27,6.17,74.73,3.12,39.13,0,0,0.34,3.66,5.23,0.41,1,0.07,0,0,0.2,0,0,0,0.06,0,0,3,0.2,33.33,0,0,0.01,0.07,100,0.27,25,1.36,30,0.27,0.14,0.2,26.18,74.61,13.16,63.4,2.03,90,8.07,91.6,5.83,54.65,20.76,30.02,0.07,0,0,0,0,0,2.44,55.56,0.34,40,0.14,50,0.14,0,7.26,46.73,Sun Belt 2022,Non-P5,2022
H. Husted,Arkansas St. Red Wolves,"RB , LB , RAMF",22,16,1326,0,0.21,3,1.82,15.68,56.28,United States,United States,170,0,11.81,7.81,62.61,3.33,65.31,0.34,0.39,0.2,6.58,7.64,0.61,0,0,0,0,0.81,0,0,0,0.01,0,0,9,0.61,33.33,0,0.2,0.12,1.76,30.77,0.61,11.11,2.31,29.41,0.54,0.54,1.02,29.12,52.91,19.55,48.61,2.1,83.87,4.95,56.16,10.38,41.18,22.91,32.84,0.75,0,0,0.07,0,0.27,6.72,44.44,2.85,28.57,0.88,30.77,0.48,0.68,11.2,53.33,Sun Belt 2022,Non-P5,2022
S. Heinrichs,Georgia Southern Eagles,RCB,20,14,1324,0,0.56,0,0.12,12.71,58.29,Germany,Germany,175,0,10.74,5.85,67.44,1.7,60,0.34,0.4,0.75,6.46,7.56,0.14,0,0,0,0,0.88,0,0,0,0.04,0,0,7,0.48,0,0,0,0.01,0,0,1.36,65,3.26,43.75,0.2,0.54,0,27.8,65.53,16.65,54.29,0.61,77.78,8.09,89.08,9.31,37.96,25.08,38.18,0.14,0,0,0,0,0.07,5.98,32.95,0.68,20,0.48,14.29,0.07,0,8.56,54.76,Sun Belt 2022,Non-P5,2022
K. Little,Appalachian State Mountaineers,LCB,21,15,1319,0,0,0,0,11.6,54.71,United States,United States,160,0,10.51,6.41,60.64,1.5,45.45,0.2,0.22,0.55,6.41,7.05,0.34,0,0,0,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,100,1.71,44,0,0.2,0.82,20.67,62.05,13.37,54.59,1.09,75,4.71,76.81,7.3,44.86,21.09,31.37,0,0,0,0,0,0,3.28,45.83,0,0,0.14,0,0.07,0,6.82,42,Sun Belt 2022,Non-P5,2022
C. Maughon,Georgia State Panthers,"LWB , RB",,14,1309,1,0.42,0,0.43,16.98,53.85,United States,United States,157,0,9.42,6.39,61.29,1.72,68,0.89,1.18,0.21,4.61,6.07,0.41,0,0,0,0,3.16,0.07,1,0.07,0.03,0,0,9,0.62,55.56,11.111,0,0.03,1.38,50,3.23,65.96,6.26,47.25,0.76,1.17,0.83,32.8,75.47,11.62,56.8,6.19,93.33,9.42,81.75,3.37,32.65,17.39,26.69,0.62,0,0,0.14,0,0.14,3.58,51.92,1.44,52.38,0.07,0,0.55,0.69,7.08,56.31,Sun Belt 2022,Non-P5,2022
