Player,Team,Position,Age,Matches played,Minutes played,Goals,xG,Assists,xA,Duels per 90,"Duels won, %",Birth country,Passport country,Height,Weight,Successful defensive actions per 90,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",Sliding tackles per 90,PAdj Sliding tackles,Shots blocked per 90,Interceptions per 90,PAdj Interceptions,Fouls per 90,Yellow cards,Yellow cards per 90,Red cards,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals,Non-penalty goals per 90,xG per 90,Head goals,Head goals per 90,Shots,Shots per 90,"Shots on target, %","Goal conversion, %",Assists per 90,xA per 90,Crosses per 90,"Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Offensive duels per 90,"Offensive duels won, %",Touches in box per 90,Progressive runs per 90,Fouls suffered per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Long passes per 90,"Accurate long passes, %","Average pass length, m","Average long pass length, m",Shot assists per 90,Second assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Through passes per 90,"Accurate through passes, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %",conference_season,conference_type,Season
A. Balcazar,Old Dominion Monarchs,AMF,19,13,635,0,0.99,0,0.82,30.61,42.13,Mexico,Mexico,162,56,8.5,6.94,69.39,4.54,46.88,0.99,1.08,0,2.69,2.92,0.99,2,0.28,0,0,1.98,0,0,0,0.14,0,0,14,1.98,14.29,0,0,0.12,0.43,33.33,3.26,47.83,15.17,28.04,0.71,0.28,2.83,40.82,80.21,10.63,57.33,10.63,93.33,11.34,86.25,2.41,58.82,15.08,15.63,1.13,0,0,0.28,0,0,5.53,58.97,0.71,80,0.28,0,0.28,0.14,5.1,66.67,Sun Belt 2022,Non-P5,2022
J. Gage,Troy Trojans,"CF , RCMF3 , LWF",,12,628,1,1.89,2,0.57,32.96,42.61,United States,United States,167,0,8.46,8.46,69.49,6.59,30.43,0,0,0.57,2.58,2.13,1.29,0,0,0,0,3.3,0.14,1,0.14,0.27,0,0,16,2.29,31.25,6.25,0.29,0.08,1.72,41.67,3.3,52.17,13.33,31.18,3.01,1.15,0.57,14.9,60.58,3.3,47.83,3.01,90.48,4.44,58.06,0.57,25,16.54,8.32,0.86,0.14,0,0.29,50,0.57,0.72,40,1.86,30.77,0.43,33.33,0.86,0.29,1.72,66.67,Sun Belt 2022,Non-P5,2022
C. Cowan,Arkansas St. Red Wolves,"RCB , RB",20,9,627,0,0.03,0,0.14,12.2,58.82,United States,United States,160,0,10.19,6.89,68.75,2.01,57.14,0,0,0.57,5.45,6.55,0.14,0,0,0,0,0.43,0,0,0,0,0,0,2,0.29,100,0,0,0.02,0.14,0,0.43,33.33,1.72,33.33,0.14,0.14,0.57,20.38,60.56,12.49,51.72,0.57,100,5.31,75.68,6.89,43.75,20.83,32.84,0.14,0,0.14,0,0,0.14,3.88,48.15,1,28.57,0.43,33.33,0.43,0,6.6,45.65,Sun Belt 2022,Non-P5,2022
E. Armstrong,Georgia Southern Eagles,"LAMF , LW , CF",19,14,623,3,1.26,1,0.82,32.36,43.75,United States,United States,170,0,11.12,9.39,64.62,5.2,36.11,0,0,0,5.06,3.98,1.01,1,0.14,0,0,3.76,0.43,3,0.43,0.18,0,0,9,1.3,66.67,33.333,0.14,0.12,1.44,20,4.62,53.13,12.13,36.9,3.18,1.3,1.59,33.08,64.19,12.71,50,6.5,84.44,7.66,67.92,2.31,37.5,15.85,18.61,1.44,0,0,0.72,20,0.14,6.5,53.33,1.73,33.33,1.44,20,0.72,0.29,6.93,62.5,Sun Belt 2022,Non-P5,2022
J. Cabrero,Georgia State Panthers,"AMF , CF , LCMF",21,14,619,0,0.77,2,1.63,44.05,43.89,Spain,Spain,170,0,9.31,8.72,65,2.33,37.5,0.15,0.15,0,3.49,3.65,1.74,1,0.15,0,0,8.43,0,0,0,0.11,0,0,15,2.18,60,0,0.29,0.24,2.76,5.26,12.36,50.59,25.59,39.2,1.31,1.89,3.05,38.53,67.55,13.38,51.09,6.4,93.18,11.92,69.51,2.91,35,19.36,20.43,1.89,0,0,1.89,38.46,0.29,7.42,54.9,2.76,31.58,1.6,54.55,0.73,0.29,6.83,63.83,Sun Belt 2022,Non-P5,2022
S. Pressley,ULM Warhawks,"RB , RAMF",22,10,612,0,0.26,0,0.08,16.76,40.35,United States,United States,172,0,5.59,6.18,47.62,2.35,43.75,0.59,0.8,0.15,2.06,2.8,0.44,1,0.15,0,0,2.06,0,0,0,0.04,0,0,6,0.88,16.67,0,0,0.01,1.03,28.57,2.65,61.11,6.91,31.91,0.74,1.32,0.44,30.88,70.95,13.68,63.44,5.44,89.19,7.65,78.85,4.71,40.63,18.36,28.75,0.29,0,0,0.29,0,0,5.88,55,1.32,22.22,0.29,0,0.15,0.44,8.24,69.64,Sun Belt 2022,Non-P5,2022
J. Vercammen,Georgia State Panthers,"CF , RAMF",,11,606,1,1.8,0,0.42,27.03,33.52,Spain,Spain,0,0,4.01,3.86,57.69,2.38,31.25,0.15,0.15,0,1.63,1.67,0.45,0,0,0,0,5.05,0.15,1,0.15,0.27,0,0,21,3.12,38.1,4.762,0,0.06,1.63,27.27,6.68,44.44,18.12,27.87,2.97,2.52,1.34,39.36,81.13,7.43,80,12.62,91.76,12.33,75.9,1.19,50,15.76,17.63,1.49,0,0,0.89,50,0.15,3.12,76.19,2.97,40,0.59,50,0.89,0.45,4.16,85.71,Sun Belt 2022,Non-P5,2022
A. Kate Highsmith,Appalachian State Mountaineers,"RAMF , CF , LW",,12,605,1,0.78,0,0.54,25.74,45.09,United States,United States,167,0,10.56,9.07,63.93,3.42,39.13,0.15,0.1,0,4.61,3.23,1.34,0,0,0,0,3.72,0.15,1,0.15,0.12,0,0,7,1.04,42.86,14.286,0,0.08,1.93,46.15,3.12,66.67,9.07,37.7,1.64,1.93,1.64,20.98,57.45,5.95,42.5,3.72,68,6.25,66.67,1.19,37.5,15.94,12.94,0.45,0,0.15,0.74,40,0.15,2.68,44.44,2.23,46.67,0.3,0,0.45,1.04,3.87,61.54,Sun Belt 2022,Non-P5,2022
Y. Nguyen,JMU Dukes,"RW , RAMF , LWF",,16,600,0,0.73,1,0.89,23.1,40.91,United States,United States,162,0,5.55,6.3,47.62,1.65,27.27,0,0,0.3,2.55,2.74,0.6,0,0,0,0,3.75,0,0,0,0.11,0,0,10,1.5,30,0,0.15,0.13,1.5,60,3.6,58.33,12.15,38.27,2.7,1.35,0.3,40.2,82.46,11.55,61.04,11.7,98.72,11.55,85.71,3.3,36.36,16.39,23.72,0.9,0,0.15,0.6,50,0.6,5.1,52.94,1.95,69.23,1.5,40,1.2,1.2,5.55,62.16,Sun Belt 2022,Non-P5,2022
A. Nakano,Southern Miss Golden Eagles,"LAMF , LW",19,13,592,0,0.22,0,0.03,31.17,47.32,Canada,Canada,157,0,11.86,11.25,62.16,2.28,60,0,0,0.15,4.86,4.07,0.91,0,0,0,0,3.8,0,0,0,0.03,0,0,3,0.46,66.67,0,0,0.01,1.22,12.5,6.23,48.78,13.83,32.97,0.3,1.67,1.06,35.57,73.08,10.64,57.14,10.79,90.14,6.69,77.27,1.67,27.27,15.45,17.76,0.3,0,0.15,0.46,66.67,0,4.71,48.39,1.22,25,0.76,40,0.15,0.15,6.84,46.67,Sun Belt 2022,Non-P5,2022
A. Almagro,JMU Dukes,"LDMF , DMF , RDMF",,10,590,0,0,0,0.35,15.86,54.81,Spain,Spain,162,0,10.83,7.93,67.31,2.14,57.14,0.76,1.03,0.31,4.73,6.37,0.76,1,0.15,0,0,0.46,0,0,0,0,0,0,1,0.15,0,0,0,0.05,0.46,66.67,0.31,0,2.75,22.22,0.15,0.31,0.46,65.75,88.17,22.58,82.43,7.02,97.83,22.88,94,2.14,57.14,15.52,21.89,0.76,0.15,0.15,0.46,33.33,0.15,8.85,84.48,1.53,60,0.61,50,0.76,0.46,9.61,76.19,Sun Belt 2022,Non-P5,2022
A. Neal,Texas St. Bobcats,"LW , CF , RW",,17,582,0,0.66,0,0.6,27.53,46.07,United States,United States,160,0,7.42,6.96,66.67,0.93,33.33,0,0,0,2.78,2.61,0.62,0,0,0,0,4.64,0,0,0,0.1,0,0,14,2.16,35.71,0,0,0.09,4.02,11.54,6.34,51.22,13.92,43.33,4.02,2.63,0.62,26.75,58.38,8.81,59.65,3.71,87.5,9.12,50.85,1.7,27.27,17.82,11.98,0.77,0,0.15,0.15,100,0.15,2.78,55.56,2.94,15.79,0,0,0.93,0.15,5.41,65.71,Sun Belt 2022,Non-P5,2022
M. Andujar,Georgia State Panthers,RCB3,,7,581,0,0,0,0.18,10.38,59.7,United States,United States,175,0,8.21,6.35,65.85,1.08,42.86,0.62,0.87,0.46,3.41,4.78,0.62,1,0.15,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.31,50,0.93,66.67,0,0.46,0.15,37.33,74.69,22.93,64.86,2.32,93.33,9.76,93.65,11.31,42.47,23.11,39.13,0.15,0,0,0.15,0,0,8.67,48.21,1.24,0,1.55,10,0,0,10.38,61.19,Sun Belt 2022,Non-P5,2022
L. Stark,Appalachian State Mountaineers,"LCMF , LDMF , AMF",,15,581,0,0.78,0,0.01,23.55,42.76,United States,United States,0,0,11.15,11,57.75,2.17,28.57,0.46,0.34,0,4.34,3.13,1.24,1,0.15,0,0,1.55,0,0,0,0.12,0,0,12,1.86,25,0,0,0,0,0,1.7,54.55,6.66,25.58,0.93,1.39,0.15,27.57,65.73,12.08,53.85,5.42,74.29,5.11,72.73,3.56,39.13,16.32,19.22,0.15,0.31,0,0.31,50,0,5.27,50,1.7,36.36,1.24,25,0.77,0,5.27,67.65,Sun Belt 2022,Non-P5,2022
E. Wilkins,Georgia Southern Eagles,RB,18,10,573,0,0.03,1,0.49,16.65,51.89,United States,United States,170,0,12.25,8.01,62.75,1.88,41.67,0.16,0.15,0.63,7.07,6.65,1.26,0,0,0,0,1.73,0,0,0,0.01,0,0,2,0.31,0,0,0.16,0.08,2.36,26.67,1.88,58.33,3.77,41.67,0.16,1.57,0,30.31,50.78,20.26,47.29,1.1,85.71,6.6,54.76,9.27,32.2,25.51,33.4,0.94,0,0,0,0,0,8.01,37.25,3.77,20.83,0.16,0,0.31,0.63,12.72,56.79,Sun Belt 2022,Non-P5,2022
G. Tremonti,Appalachian State Mountaineers,"LCB , RCB , LDMF",,8,570,0,0,0,0.14,16.74,60.38,United States,United States,170,0,12.47,9.16,72.41,3.16,40,1.42,1.65,0.47,4.42,5.12,0.47,0,0,0,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.16,100,1.42,66.67,0.16,0.63,0.47,21.95,49.64,14.21,42.22,2.05,69.23,3.47,68.18,7.74,30.61,19.61,30.39,0.16,0,0,0.16,100,0,6,39.47,0.32,50,0.16,0,0.32,0,7.42,42.55,Sun Belt 2022,Non-P5,2022
S. Sipes,JMU Dukes,"AMF , LCMF , RCMF3",,17,570,1,0.76,1,0.15,18.95,40,United States,United States,158,0,7.42,5.05,71.88,3.16,35,0.16,0.18,0.16,3.63,4.18,0.32,0,0,0,0,0.95,0.16,1,0.16,0.12,0,0,7,1.11,28.57,14.286,0.16,0.02,0.63,50,0.63,0,7.42,19.15,1.42,0.32,1.11,38.84,70.33,12,46.05,8.68,90.91,11.37,79.17,2.37,20,18.04,19.57,0.32,0,0,1.11,28.57,0.32,6.63,40.48,3,15.79,1.26,25,0.16,0.32,5.53,60,Sun Belt 2022,Non-P5,2022
T. Henry,ULM Warhawks,"RW , CF , RAMF",21,11,554,0,1.13,0,0.19,20.79,46.09,Canada,Canada,173,0,5.52,3.9,75,4.22,57.69,0,0,0,2.6,3.36,0.65,0,0,0,0,1.95,0,0,0,0.18,0,0,8,1.3,37.5,0,0,0.03,1.3,0,3.41,42.86,10.4,34.38,3.09,1.95,0.65,20.31,73.6,3.9,62.5,5.69,82.86,5.36,66.67,0.97,33.33,14.18,16.15,0.65,0,0,0.32,0,0,2.6,68.75,0.81,20,0.16,0,0.81,0,2.6,81.25,Sun Belt 2022,Non-P5,2022
B. Kingsley,Southern Miss Golden Eagles,"CF , RAMF",20,13,547,1,0.57,0,0.26,22.54,30.66,Republic of Ireland,Republic of Ireland,163,0,3.78,3.29,75,2.63,6.25,0,0,0,1.32,0.83,0.33,0,0,0,0,1.48,0.16,1,0.16,0.09,0,0,7,1.15,14.29,14.286,0,0.04,1.48,0,3.13,42.11,14.64,20.22,2.14,0.82,0.16,26.49,72.67,4.77,48.28,7.9,83.33,7.24,75,0.99,50,17.32,11.04,0.49,0,0,0.33,0,0,3.13,57.89,1.32,12.5,0.49,33.33,0.66,0.16,3.13,57.89,Sun Belt 2022,Non-P5,2022
A. Washburn,ULM Warhawks,"LW , LAMF , RAMF",18,11,541,0,0.78,0,0.28,30.78,45.95,United States,United States,167,0,11.31,10.98,62.12,2.33,50,0.83,0.96,0.17,3.66,4.23,1.33,1,0.17,0,0,5.66,0,0,0,0.13,0,0,18,2.99,38.89,0,0,0.05,3.99,25,7.15,48.84,13.97,30.95,1.66,2.83,0.67,25.62,56.49,8.98,50,2.33,78.57,8.65,59.62,2,16.67,18.27,23.79,1.16,0,0,0,0,0.33,4.82,41.38,2.99,27.78,0.5,0,0.33,1.16,3.66,81.82,Sun Belt 2022,Non-P5,2022
M. Garza,ULM Warhawks,"LB , RW , DMF",23,12,530,0,0.37,0,0.41,20.21,46.22,United States,United States,163,0,7.98,7.98,63.83,1.02,0,0,0,0,2.89,4.18,0.85,0,0,0,0,2.21,0,0,0,0.06,0,0,9,1.53,22.22,0,0,0.07,2.38,14.29,1.87,72.73,7.47,43.18,0.68,1.53,0.68,32.43,72.25,13.58,63.75,4.25,96,9.85,72.41,3.4,60,18.25,23.46,0.51,0,0,0.68,25,0.17,6.45,71.05,2.72,25,0.68,0,0.34,0.51,8.49,74,Sun Belt 2022,Non-P5,2022
S. Stephens,Louisiana Ragin' Cajuns,"AMF , RCMF3 , RW",18,15,518,1,1.19,2,1.29,31.8,34.97,United States,United States,157,0,8.51,9.21,50.94,5.04,34.48,0.35,0.35,0,3.47,3.53,2.43,0,0,0,0,2.78,0.17,1,0.17,0.21,0,0,8,1.39,12.5,12.5,0.35,0.22,1.39,62.5,2.43,57.14,10.6,26.23,1.04,1.74,0.87,25.89,71.14,9.38,53.7,4.52,88.46,7.12,82.93,2.43,35.71,19.17,19.51,1.56,0,0.17,0.69,50,0.87,5.91,41.18,3.3,57.89,1.39,37.5,0.87,0.87,5.73,66.67,Sun Belt 2022,Non-P5,2022
A. Crenshaw,Georgia Southern Eagles,"DMF , RCMF",19,12,496,0,0.87,0,0,23.95,56.06,United States,United States,167,0,13.79,7.44,75.61,5.26,51.72,0.54,0.48,0.36,7.62,6.74,1.27,0,0,0,0,1.45,0,0,0,0.16,0,0,4,0.73,25,0,0,0,0.18,100,1.81,60,5.81,37.5,0.54,0.91,0.91,27.4,62.91,13.97,50.65,2.18,91.67,8.35,80.43,4.35,33.33,19.38,25.06,0,0,0,0,0,0,6.53,52.78,0.73,25,0.18,0,0,0.18,6.71,51.35,Sun Belt 2022,Non-P5,2022
A. Hall,Marshall Thundering Herd,"RB , RW , AMF",19,15,486,0,0.87,0,0.28,20.93,47.79,United States,United States,165,0,8.33,9.26,56,3.33,44.44,0.19,0.19,0,2.96,3,0.37,0,0,0,0,2.78,0,0,0,0.16,0,0,6,1.11,16.67,0,0,0.05,1.67,44.44,2.59,64.29,7.22,41.03,0.93,2.96,0.56,34.26,70.27,11.3,44.26,6.11,87.88,11.3,83.61,2.22,58.33,15.92,17.35,0.37,0,0,0.74,25,0.19,5,48.15,2.04,54.55,0.56,33.33,0.56,0.56,6.11,66.67,Sun Belt 2022,Non-P5,2022
R. Fernandez,Coastal Carolina Chanticleers,"LB , LCB , LW",,12,483,0,0.09,1,0.55,15.65,54.76,Spain,Spain,170,0,12.67,8.76,53.19,1.49,75,1.12,1.04,0.56,6.89,6.42,0.75,0,0,0,0,0.75,0,0,0,0.02,0,0,2,0.37,0,0,0.19,0.1,1.12,0,1.12,66.67,3.73,45,0.19,0.37,0.93,26.65,57.34,12.11,60,2.24,50,8.76,57.45,6.15,48.48,20.11,30.7,0.93,0,0,0,0,0,5.96,62.5,1.49,0,0.37,50,0.19,0,8.94,56.25,Sun Belt 2022,Non-P5,2022
A. Williamson,Southern Miss Golden Eagles,CF,20,11,482,0,0.92,0,0.16,24.83,39.85,United States,United States,183,0,4.67,4.29,60.87,7.1,55.26,0,0,0.19,2.05,1.56,1.49,0,0,0,0,1.87,0,0,0,0.17,0,0,9,1.68,22.22,0,0,0.03,1.49,12.5,1.87,70,10.64,24.56,2.8,0.56,0.56,22.97,66.67,3.92,42.86,6.72,80.56,5.04,74.07,0.37,50,11.86,3.36,0.56,0,0,0.37,0,0,1.49,37.5,1.68,33.33,0.19,0,0.75,0.19,1.49,75,Sun Belt 2022,Non-P5,2022
K. Littleford,South Alabama Jaguars,"RW , LW",20,16,478,0,1.17,0,0.43,19.96,38.68,United States,United States,160,0,5.84,5.08,55.56,0.56,0,0,0,0,3.01,2.57,0.19,0,0,0,0,5.84,0,0,0,0.22,0,0,8,1.51,37.5,0,0,0.08,4.14,31.82,8.85,42.55,12.99,33.33,3.77,4.52,0.56,27.87,71.62,4.71,76,5.65,86.67,12.99,65.22,1.13,50,17.02,11.97,1.13,0,0,0.56,33.33,0.56,2.64,71.43,3.39,44.44,0.56,33.33,1.51,1.69,5.08,77.78,Sun Belt 2022,Non-P5,2022
M. Micheletti,Old Dominion Monarchs,CF,,14,468,0,0.22,0,0,19.81,27.18,United States,United States,162,0,3.65,2.69,71.43,3.65,26.32,0.19,0.17,0,1.54,1.36,0.77,0,0,0,0,0.96,0,0,0,0.04,0,0,4,0.77,25,0,0,0,0.19,0,2.12,27.27,10.38,18.52,1.73,1.54,0.58,19.42,73.27,2.69,42.86,5.19,92.59,6.15,65.63,0,0,12.67,0,0.38,0,0,0.19,100,0,0.19,100,0.58,0,0.19,100,0,0,1.35,28.57,Sun Belt 2022,Non-P5,2022
L. Plasek,Louisiana Ragin' Cajuns,"LB , RB",19,13,460,0,0.06,0,0.04,15.26,47.44,United States,United States,162,0,14.48,9.98,54.9,1.96,50,0.2,0.17,0,8.8,7.8,0.39,0,0,0,0,0.59,0,0,0,0.01,0,0,3,0.59,33.33,0,0,0.01,0.98,20,0.39,0,0.98,20,0,0.2,0.2,30.33,61.94,20.15,58.25,1.37,85.71,5.09,69.23,6.07,41.94,21.07,31.03,0.39,0.2,0,0.39,50,0,8.8,60,1.57,25,0.2,0,0.2,0.39,10.57,70.37,Sun Belt 2022,Non-P5,2022
L. Gillen,JMU Dukes,"LCB , RCB",,16,455,0,0,0,0.04,17.41,50,United States,United States,175,0,10.88,8.31,69.05,1.58,37.5,0.2,0.22,0.2,4.95,5.6,1.38,1,0.2,0,0,0.2,0,0,0,0,0,0,1,0.2,0,0,0,0.01,0,0,1.58,12.5,4.15,14.29,0.4,0.2,0,63.49,78.82,29.47,65.77,4.35,95.45,24.33,91.87,6.73,35.29,18.71,26.89,0.4,0,0,0,0,0,5.93,46.67,0.59,0,0.2,0,0,0,12.66,56.25,Sun Belt 2022,Non-P5,2022
A. Dunch,Texas St. Bobcats,RB,,14,453,0,0,0,0.06,19.07,59.38,United States,United States,172,0,11.72,9.14,78.26,1.59,25,0,0,0.4,4.57,4.45,0.79,0,0,0,0,2.58,0,0,0,0,0,0,0,0,0,0,0,0.01,1.79,33.33,2.78,71.43,4.17,61.9,0,0.6,0.4,30.4,52.94,19.07,53.13,1.59,50,6.75,58.82,8.74,36.36,22.8,31.11,0.2,0,0,0,0,0,8.54,39.53,2.78,14.29,0.4,0,0,0.6,10.53,62.26,Sun Belt 2022,Non-P5,2022
C. O'Connor,Coastal Carolina Chanticleers,"LW , RCMF , CF",,11,452,0,1,0,0.12,23.69,42.02,United States,United States,160,0,6.97,6.77,64.71,3.98,40,0,0,0,2.59,2.14,0.4,0,0,0,0,2.19,0,0,0,0.2,0,0,4,0.8,50,0,0,0.02,2.39,16.67,4.78,29.17,9.56,27.08,1,1.19,1.39,21.9,44.55,8.56,32.56,2.39,83.33,7.37,51.35,1.19,33.33,16.77,10.33,0.4,0.2,0,0.6,0,0.2,4.38,31.82,2.99,33.33,0.8,25,0.4,0.4,4.58,47.83,Sun Belt 2022,Non-P5,2022
M. Milliman,Coastal Carolina Chanticleers,"RCMF , AMF , LCMF",,11,449,0,0.08,1,0.17,24.25,42.15,United States,United States,162,0,7.62,9.02,62.22,3.81,21.05,0.4,0.32,0.2,1.6,1.28,1.8,0,0,0,0,1,0,0,0,0.02,0,0,2,0.4,50,0,0.2,0.03,0,0,2.61,30.77,8.02,30,0.2,0.4,0.2,21.25,64.15,7.42,51.35,4.41,81.82,7.42,64.86,2.41,25,15.62,14.19,0.8,0,0,0,0,0.2,2.81,42.86,1.2,50,0.8,25,0.6,0,5.41,51.85,Sun Belt 2022,Non-P5,2022
T. Carnevale,Coastal Carolina Chanticleers,"RB , RCB3",,11,447,0,0.06,1,0.3,20.13,59,United States,United States,165,0,13.49,8.26,73.17,4.03,60,0.81,0.99,0.81,6.64,8.18,0.4,0,0,0,0,1.81,0,0,0,0.01,0,0,3,0.6,33.33,0,0.2,0.06,2.42,25,1.41,71.43,5.23,50,0,0.81,1.41,27.99,61.87,19.53,60.82,1.41,85.71,5.23,53.85,7.65,42.11,19.28,19.66,0.4,0,0,0,0,0.4,8.46,52.38,2.62,23.08,1.01,40,0.2,0.6,8.05,77.5,Sun Belt 2022,Non-P5,2022
H. Boyles,Appalachian State Mountaineers,"RAMF , RW , RCMF",22,16,446,0,0.06,2,0.83,20.58,44.12,United States,United States,170,0,5.04,6.26,54.84,2.62,53.85,0,0,0,1.61,1.17,1.61,0,0,0,0,2.22,0,0,0,0.01,0,0,3,0.61,0,0,0.4,0.17,1.21,50,2.42,66.67,7.67,34.21,0.4,0.81,0.4,23.41,73.28,5.45,55.56,6.26,83.87,5.04,72,1.01,80,13.58,5.52,1.21,0,0.2,0,0,0.4,2.22,63.64,1.01,60,0,0,0,0.61,3.03,60,Sun Belt 2022,Non-P5,2022
R. Calderoni,South Alabama Jaguars,"RCMF , CF , LCMF",20,15,445,0,1,0,0.01,26.09,43.41,United States,United States,160,0,11.12,9.1,66.67,5.87,27.59,1.21,1.37,0.4,3.84,4.35,1.82,1,0.2,0,0,2.02,0,0,0,0.2,0,0,6,1.21,50,0,0,0,1.21,33.33,2.02,50,7.89,28.21,2.22,1.01,0.61,25.48,80.95,5.87,62.07,5.26,96.15,8.9,88.64,1.21,66.67,20.84,14.93,0.2,0,0,0.4,0,0,3.03,60,1.01,40,0.2,0,0.2,0.61,2.43,58.33,Sun Belt 2022,Non-P5,2022
H. Morrow,Coastal Carolina Chanticleers,GK,,5,442,0,0,0,0,1.02,0,United States,United States,175,0,3.67,0.2,0,0.61,0,0,0,0,3.67,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.03,67.19,9.77,56.25,0,0,3.05,100,8.55,50,36.7,43.51,0,0,0,0,0,0,0.81,25,0,0,0,0,0,0,4.68,65.22,Sun Belt 2022,Non-P5,2022
B. Fisher,Marshall Thundering Herd,"LCMF , AMF , RW",,16,437,1,1.68,0,0.01,32.13,48.72,United States,United States,168,0,12.15,11.95,60.34,5.15,72,0,0,0,4.94,4.77,1.65,0,0,0,0,4.12,0.21,1,0.21,0.35,0,0,17,3.5,52.94,5.882,0,0,1.85,0,6.18,36.67,12.56,34.43,2.06,1.24,1.44,27.8,60.74,7.83,42.11,5.56,81.48,8.86,65.12,2.27,18.18,17.97,19.08,0.21,0,0,0.62,0,0,4.32,23.81,1.65,25,0.41,0,0.41,0,3.3,50,Sun Belt 2022,Non-P5,2022
K. Mahy,South Alabama Jaguars,DMF,20,10,436,0,0.03,1,0.45,17.34,54.76,Morocco,Morocco,162,0,8.05,7.22,57.14,2.27,72.73,0.21,0.3,0.62,3.72,5.4,0.83,0,0,0,0,1.44,0,0,0,0.01,0,0,1,0.21,100,0,0.21,0.09,0.21,0,1.65,62.5,4.33,47.62,0,0,0.83,38.81,84.04,9.7,65.96,5.57,100,18.17,87.5,1.86,33.33,19.21,23.44,0.62,0,0,0.41,50,0,4.54,68.18,0.83,25,0.41,50,0.21,0.21,4.95,62.5,Sun Belt 2022,Non-P5,2022
T. Morisi,Old Dominion Monarchs,"AMF , LAMF , RAMF",,12,434,0,0.87,0,0.29,20.74,43,United States,United States,162,0,8.92,7.26,68.57,1.66,50,0.21,0.2,0.21,3.73,3.62,0.62,0,0,0,0,1.45,0,0,0,0.18,0,0,7,1.45,28.57,0,0,0.06,0.83,25,2.07,40,8.92,16.28,1.66,1.04,0,31.52,79.61,9.33,71.11,5.81,85.71,9.12,86.36,0,0,14,0,1.04,0,0,0.41,0,0.21,4.98,70.83,0.62,33.33,0.21,0,0.21,0.21,4.56,72.73,Sun Belt 2022,Non-P5,2022
L. Lewis,JMU Dukes,"LAMF , LW , LWF",19,14,427,1,0.83,0,1.82,25.5,38.02,United States,United States,162,0,6.74,5.9,60.71,0.63,33.33,0,0,0,3.16,3.88,0.21,0,0,0,0,3.16,0.21,1,0.21,0.18,0,0,3,0.63,66.67,33.333,0,0.38,1.48,42.86,4,52.63,15.81,26.67,3.58,2.74,1.05,42.58,76.24,10.54,54,15.18,93.06,8.01,78.95,0.63,33.33,11.7,5.75,1.26,0,0,0.21,0,0.63,3.16,53.33,2.95,42.86,0.42,0,1.9,0.42,4.43,57.14,Sun Belt 2022,Non-P5,2022
J. Swartz,JMU Dukes,"LAMF , RAMF , RWF",,17,426,0,0.91,0,0.13,23.45,42.34,United States,United States,165,0,9.51,7.82,70.27,2.75,30.77,0,0,0.21,4.01,3.9,1.27,0,0,0,0,2.32,0,0,0,0.19,0,0,5,1.06,20,0,0,0.03,1.69,50,4.01,31.58,9.93,27.66,2.54,3.17,0.85,27.04,75.78,5.28,68,8.03,84.21,8.66,75.61,1.27,33.33,13.18,11.82,0.42,0,0,0.21,0,0,2.11,80,2.54,58.33,0.85,25,0.85,0.63,5.28,68,Sun Belt 2022,Non-P5,2022
C. Decombe,Louisiana Ragin' Cajuns,LB,18,13,424,0,0,0,0.28,19.95,50,Canada,Canada,162,0,14.86,13.8,56.92,1.06,40,0,0,0.21,7,7.17,1.91,0,0,0,0,1.06,0,0,0,0,0,0,0,0,0,0,0,0.06,0.64,66.67,1.06,60,2.76,46.15,0,0.64,0,33.33,68.15,22.08,66.35,1.91,55.56,6.79,71.88,6.16,37.93,19.17,29.88,0.42,0,0,0,0,0.42,7.43,45.71,2.33,45.45,0.85,25,0.64,0.42,9.55,60,Sun Belt 2022,Non-P5,2022
S. Timm,Georgia Southern Eagles,CF,20,12,419,1,3.47,1,0.13,30.5,42.25,United States,United States,165,0,7.09,5.8,62.96,7.3,44.12,0.86,0.65,0,2.58,1.94,1.72,2,0.43,0,0,7.52,0.21,1,0.21,0.75,1,0.21,23,4.94,52.17,4.348,0.21,0.03,3.01,21.43,6.44,63.33,12.67,42.37,4.51,1.72,0.21,25.78,59.17,7.3,41.18,4.73,77.27,7.09,51.52,1.29,33.33,15.26,13.87,0.64,0.21,0,0.43,50,0.43,4.73,63.64,3.44,31.25,0.43,50,0.21,0.64,3.44,93.75,Sun Belt 2022,Non-P5,2022
